grapes,region,country,winery,rating 
[Chardonnay],Sta. Rita Hills,USA,Lafond,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château d'Armailhac,4.1
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Casale Daviddi,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lalande-de-Pomerol,Frankrig,Denis Durantou,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château La Fleur,4
[Chardonnay],Kumeu,New Zealand,Kumeu River,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis d'Alesme,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Mailly',Frankrig,Mailly,4
[Tempranillo],Ribera del Duero,Spanien,Hacienda Monasterio,4.4
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine Jean Chauvenet,4
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault,Frankrig,Domaine Faiveley,4.2
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Mas Doix,4.1
[Cabernet Sauvignon],Columbia Valley,USA,Long Shadows,4.3
"[Nebbiolo,Barbera,Dolcetto]",Vigneti delle Dolomiti,Italien,Foradori,3.9
[Pinot Noir],Aloxe-Corton,Frankrig,Louis Latour,4.1
[Chenin Blanc],Vouvray,Frankrig,Marc Brédif,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Charbonnière,4.1
[Nebbiolo],Barolo,Italien,Corino,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castellare,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Tasca d'Almerita,4
[Nebbiolo],Barolo,Italien,Corino,4.2
[Pinot Noir],Bourgogne,Frankrig,Méo-Camuzet,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Charbonnière,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture Superiore,Italien,Elena Fucci,4
[Nebbiolo],Barolo,Italien,E. Pira & Figli,4.2
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Philippe et Vincent Lécheneaut,4
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,La Ferme du Mont,4.2
[Merlot],Columbia Valley,USA,Long Shadows,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Hérault,Frankrig,Domaine Avéla,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Acumen,4.1
[Pinot Noir],Vosne-Romanée,Frankrig,René Cacheux,4
[Pinot Noir],Santa Lucia Highlands,USA,Lucienne,4.3
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta da Romaneira,4.1
"[Baga,Castelao]",Palmela,Portugal,Pegos Claros,4.5
[Riesling],Mosel,Tyskland,Markus Molitor,4.2
[Nebbiolo],Barolo,Italien,Corino,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos du Mont-Olivet,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Vale Meão,4.3
[Nebbiolo],Barbaresco,Italien,Pelissero,4.2
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Brunelli,4.6
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castellare,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay 1er Cru 'Les Gravières',Frankrig,Domaine Bachey-Legros,4.2
[Pinot Noir],Bourgogne,Frankrig,Méo-Camuzet,4
[Sangiovese],Brunello di Montalcino,Italien,Banfi,4.5
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture,Italien,Elena Fucci,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château l'Arrosee,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Baron Philippe de Rothschild,3.3
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Cesari,4.3
[Nebbiolo],Barbaresco,Italien,La Ca' Növa,4
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta de La Rosa,4.1
[Nebbiolo],Barolo,Italien,Renato Ratti,4.2
"[Assyrtiko,Aidani,Athiri,Gaidouria,Katsano]",Santorini,Grækenland,Santo Wines,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Averous,4
[Nebbiolo],Barolo,Italien,Corino,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Tardieu-Laurent,4.2
[Pinot Noir],Chambolle-Musigny,Frankrig,Philippe et Vincent Lécheneaut,4.1
[Grüner Veltliner],Wachau,Østrig,F.X. Pichler,4.3
[Shiraz/Syrah],Barossa Valley,Australien,Mitolo,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Famille Perrin,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Jean-Louis Trocard,4.2
[Gewürztraminer],Alsace,Frankrig,Domaine Zind Humbrecht,4.2
[Nebbiolo],Barolo,Italien,Paolo Manzone,4.4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Monferrato,Italien,Cascina Degli Ulivi,3.9
[Nebbiolo],Barolo,Italien,Oddero,4.2
[Nebbiolo],Barolo,Italien,Corino,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Roccamonfina,Italien,Galardi,4.2
[Pinot Noir],Saint-Romain,Frankrig,Domaine de Chassorney,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Puligny-Montrachet,Frankrig,Domaine Michelot,4.2
[Pinot Noir],Chambolle-Musigny,Frankrig,Philippe et Vincent Lécheneaut,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château La Croix de Marbuzet,3.8
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Henriet-Bazin,4.1
[Gamay],Morgon,Frankrig,Louis Jadot,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Cálem,4.2
"[Aragonez,Castelao,Trincadeira]",Vidigueira,Portugal,Herdade Aldeia de Cima,4.4
[Pinot Noir],Fixin,Frankrig,Domaine Denis Mortet,4.2
[Shiraz/Syrah],Saint-Joseph,Frankrig,Coursodon,4.1
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Blandy's,4.3
[Nebbiolo],Barolo,Italien,Cascina Adelaide,4.2
[Nebbiolo],Barolo,Italien,Corino,4.2
[Pinot Noir],Chambolle-Musigny,Frankrig,Michel Noëllat,4.1
[Riesling],Mosel,Tyskland,Forstmeister Geltz-Zilliken,4.3
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta das Carvalhas,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Solitude - Famille Lancon,4.3
[Shiraz/Syrah],Saint-Joseph,Frankrig,Paul Jaboulet Aîné,4.1
[Nebbiolo],Barolo,Italien,Corino,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Silval,4.2
[Riesling],Pfalz,Tyskland,A. Christmann,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Beau-Sejour Becot,4.2
[Chardonnay],Bourgogne,Frankrig,Domaine Chantal Lescure,3.9
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Tasca d'Almerita,4.1
[Zinfandel],Dry Creek Valley,USA,Seghesio,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Vieira de Sousa,4
[Shiraz/Syrah],Stellenbosch,Sydafrika,Hartenberg,4.5
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,J.A. Ferret,4.3
[Riesling],Pfalz,Tyskland,A. Christmann,4
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault,Frankrig,J.M. Boillot,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Côte de Beaune,Frankrig,Emmanuel Giboulot,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Black Stallion,4.1
[Pinot Noir],Willamette Valley,USA,Lemelson Vineyards,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Malescot St. Exupery,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta Vale D. Maria,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Charbonnière,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Languedoc,Frankrig,Château La Sauvageonne,4.4
[Riesling],Nahe,Tyskland,Gut Hermannsberg,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay 1er Cru 'Les Gravières',Frankrig,Domaine Bachey-Legros,4.2
[Riesling],Alsace Grand Cru 'Sommerberg',Frankrig,Albert Boxler,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Tasca d'Almerita,4.1
[Pinot Noir],Chambolle-Musigny,Frankrig,Philippe et Vincent Lécheneaut,4.1
[Blaufränkisch],Südburgenland,Østrig,Weinbau Uwe Schiefer,4.3
[Pinot Noir],Volnay 1er Cru 'Pitures dessus',Frankrig,Domaine Dublère,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Cusumano,3.9
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Tedeschi,4.3
[Barbera],Barbera d'Asti,Italien,Michele Chiarlo,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Maremma Toscana,Italien,Fattoria di Magliano,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",England,Storbritannien,Harrow & Hope,4.1
[Chardonnay],Chablis Grand Cru 'Valmur',Frankrig,Jean-Paul & Benoit Droin,4.2
[Pinot Noir],Vougeot 1er Cru 'Les Petits Vougeots',Frankrig,Chauvenet-Chopin,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Soutard,4.1
[Nebbiolo],Barolo,Italien,Corino,4.2
[Nebbiolo],Barolo,Italien,Corino,4.2
[Chardonnay],Chablis Grand Cru 'Grenouilles',Frankrig,La Chablisienne,4.3
[Nebbiolo],Barolo,Italien,Corino,4.2
[Pinot Noir],Volnay 1er Cru 'Clos des Chênes',Frankrig,Domaine François Gaunoux,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Charles Heidsieck,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Lanson,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Aÿ',Frankrig,Lallier,4.1
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello di Ama,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gloria,4.1
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Poliziano,4.2
[Sangiovese],Brunello di Montalcino,Italien,Capanna,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,G.H. Mumm,4.2
[Sangiovese],Brunello di Montalcino,Italien,Ciacci Piccolomini d'Aragona,4.2
[Pinot Noir],Beaune Premier Cru,Frankrig,Louis Jadot,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Alta Valle della Greve,Italien,Poggio Scalette,4.1
[Nebbiolo],Barolo,Italien,Marchesi di Barolo,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Poggio di Sotto,4.3
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Kopke,4.3
[Nebbiolo],Barbaresco,Italien,Ceretto,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Ornellaia,4.3
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello di Monsanto,4.2
[Nebbiolo],Barolo,Italien,Brezza,4.1
[Trebbiano],Toscana,Italien,Isole e Olena,4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4
[Zinfandel],Lodi,USA,Michael David Winery,4.2
[Zinfandel],Dry Creek Valley,USA,Michael David Winery,4.3
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine de Bellène,4.1
[Zinfandel],Lodi,USA,Michael David Winery,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,M. Chapoutier,3.9
[Nebbiolo],Barolo,Italien,Brezza,4.1
[Pinot Noir],Beaune Premier Cru,Frankrig,Louis Jadot - Domaine Gagey,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture,Italien,Paternoster,4
[Riesling],Rheingau,Tyskland,August Kesseler,4.1
[Nebbiolo],Barolo,Italien,Bergadano,4.2
[Pinot Noir],Beaune Premier Cru,Frankrig,Louis Jadot - Domaine Gagey,4
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,M. Chapoutier,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Laurent-Perrier,4.2
"[Nebbiolo,Barbera,Dolcetto]",Langhe,Italien,Gaja,4.1
[Pinot Noir],Santa Maria Valley,USA,Belle Glos,4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Sociando-Mallet,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Moulis-en-Médoc,Frankrig,Château Chasse-Spleen,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Georges Laval,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Moussas,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Pascal Doquet,4.1
[Malbec],Mendoza,Argentina,Red Schooner,4.4
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de Beaurenard,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château d'Armailhac,4.1
[Chardonnay],Western Cape,Sydafrika,Rupert & Rothschild,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Pointe,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Libéral,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Cantenac Brown,4.2
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta da Boavista,4.4
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fontodi,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Saint-Pierre,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Quinault l'Enclos,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,San Giusto a Rentennano,4.3
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Pascal Doquet,3.9
[Cabernet Sauvignon],Napa Valley,USA,Freemark Abbey,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Stellenbosch,Sydafrika,Ernie Els,4.3
[Riesling],Alsace Grand Cru 'Hengst',Frankrig,Josmeyer,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Alfred Gratien,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Tenuta delle Terre Nere,4.1
[Barbera],Barbera d'Asti,Italien,Braida,4.3
[Nebbiolo],Barolo,Italien,Oddero,4.2
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Fasoli Gino,4.6
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Thierry Mortet,4
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Burmester,4.2
[Sangiovese],Brunello di Montalcino,Italien,Casanuova delle Cerbaie,4.3
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine Jean Chauvenet,4
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Fasoli Gino,4.5
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Warre's,4
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Domaine Duclaux,4.1
[Chardonnay],Russian River Valley,USA,Ramey,4.2
[Zinfandel],Rutherford,USA,Inglenook,4.2
[Chenin Blanc],Savennières,Frankrig,Damien Laureau,4.1
[Pinot Noir],Sonoma Coast,USA,Peay,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Saint-Pierre,4.1
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Boscarelli,4.2
[Nebbiolo],Barbaresco,Italien,BelColle,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Cadillac - Côtes de Bordeaux,Frankrig,Château Gourran,3.7
[Pinot Noir],Willamette Valley,USA,The Eyrie Vineyards,4
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Gamba,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Riecine,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Bertinga,4.3
[Nebbiolo],Barolo,Italien,Fratelli Revello,4.3
[Nebbiolo],Sforzato della Valtellina,Italien,Società Agricola Fay,4.2
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,Domaine Thibert,4
[Barbera],Barbera d'Asti,Italien,Hastae,4.2
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Stefano Accordini,4.4
[Pinot Noir],Stellenbosch,Sydafrika,Dalla Cia,4.3
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Kornell,4.4
[Shiraz/Syrah],Cornas,Frankrig,Cave de Tain,4.1
[Nebbiolo],Barolo,Italien,Mauro Veglio,4.2
[Pinot Noir],Ahr,Tyskland,Meyer - Näkel,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castellare,4.2
[Sangiovese],Brunello di Montalcino,Italien,Terre Nere Campigli Vallone,4.2
[Sangiovese],Brunello di Montalcino,Italien,Poggio Conte,4.3
[Riesling],Rheinhessen,Tyskland,Weingut Gunderloch,4.1
[Chenin Blanc],Swartland,Sydafrika,David & Nadia,4.4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Verzenay',Frankrig,Michel Arnould & Fils,4.1
[Chenin Blanc],Savennières,Frankrig,Damien Laureau,4.1
[Riesling],Alsace Grand Cru 'Mambourg',Frankrig,Anne Marie et Marc Tempé,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Henri Giraud,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Thienot,3.9
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Antinori,4.2
[Zinfandel],Dry Creek Valley,USA,Ridge Vineyards,4.2
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello di Ama,3.9
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Speri,3.5
[Nebbiolo],Gattinara,Italien,Nervi,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Le Mesnil-sur-Oger',Frankrig,Delamotte,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Champagne Devaux,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand Corbin-Despagne,4
[Sangiovese],Brunello di Montalcino,Italien,Siro Pacenti,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis d'Alesme,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tolaini,4.4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tolaini,4.4
[Sangiovese],Brunello di Montalcino,Italien,Tenuta La Fuga,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Cortona,Italien,La Braccesca,4.2
[Nebbiolo],Barolo,Italien,Ceretto,4.1
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2
[Sangiovese],Brunello di Montalcino,Italien,Siro Pacenti,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Boizel,4
[Nebbiolo],Barolo,Italien,Ciabot Berton,4
[Barbera],Barbera d'Asti,Italien,Braida,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Champagne de Saint-Gall,4.1
[Chardonnay],Sonoma Coast,USA,Joseph Phelps,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Riecine,4.3
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Dal Cero,4.3
[Barbera],Barbera d'Asti,Italien,Braida,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Fonplégade,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Le Mesnil,4.1
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.2
[Barbera],Barbera d'Asti,Italien,La Spinetta,4.2
[Chenin Blanc],Quarts de Chaume,Frankrig,Domaine des Baumard,4.4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Cortona,Italien,Avignonesi,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis d'Alesme,4
[Barbera],Barbera d'Alba,Italien,La Spinetta,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Le Mesnil,4.1
[Nebbiolo],Barolo,Italien,Rocche dei Manzoni,4.3
"[Shiraz/Syrah,Grenache,Mourvedre]",La Clape,Frankrig,Château la Négly,4.3
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine de la Vougeraie,4.2
[Pinot Noir],Pommard,Frankrig,Domaine de la Vougeraie,4.3
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Frédéric Esmonin,3.9
[Pinot Noir],Clos Vougeot Grand Cru,Frankrig,Domaine de la Vougeraie,4.2
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.2
[Nebbiolo],Barolo,Italien,Arnaldo Rivera,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pédesclaux,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Feuerheerd's,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Couhins-Lurton,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Avize',Frankrig,De Sousa,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Cortona,Italien,La Braccesca,4.2
[Pinot Noir],Pommard,Frankrig,Domaine Cauvard,3.9
[Sangiovese],Brunello di Montalcino,Italien,La Fornace,4.3
[Pinot Noir],Chambolle-Musigny,Frankrig,Gilbert et Christine Felettig,4.1
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Châteauneuf-du-Pape,Frankrig,Domaine Saint Préfert,4
[Pinot Noir],Beaune Premier Cru,Frankrig,Domaine des Héritiers Louis Jadot,3.9
[Mencia],Valdeorras,Spanien,Telmo Rodriguez,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Duca di Salaparuta,4.2
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.3
[Verdejo],Castilla y León,Spanien,Menade,4.2
[Moscato],Asti,Italien,Contratto,4.1
[Nebbiolo],Barolo,Italien,Ciabot Berton,4
[Nebbiolo],Barolo,Italien,Marchesi di Barolo,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Champagne de Saint-Gall,4.1
[Sangiovese],Brunello di Montalcino,Italien,Martoccia,4.2
[Sangiovese],Brunello di Montalcino,Italien,Celestino Pecci,4.3
[Riesling],Alsace,Frankrig,Domaine Zind Humbrecht,4.2
[Tempranillo],Ribera del Duero,Spanien,Sei Solo,4.4
[Pinot Noir],Nuits-Saint-Georges 1er Cru 'Les Poulettes',Frankrig,Domaine de la Poulette,3.9
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine Daniel Rion & Fils,4
