grapes,region,country,winery,rating,price 
[Pinot Noir],Pommard,Frankrig,Parent,4,519
[Grüner Veltliner],Wachau,Østrig,F.X. Pichler,4.3,513.7754891222627
[Pinot Noir],Central Otago,New Zealand,Felton Road,4.2,521.9956101462951
[Nebbiolo],Barbaresco,Italien,Pio Cesare,4.3,513.7754891222627
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault 1er Cru 'Porusot',Frankrig,Domaine Buisson Battault,4.3,515
[Nebbiolo],Barolo,Italien,Cordero di Montezemolo,4.2,513.7754891222627
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Chianti Classico,Italien,La Massa,4.3,521.2215107037448
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand Barrail Lamarzelle Figeac,3.9,518.0941816395223
[Pinot Noir],Morey-Saint-Denis,Frankrig,Gérard Raphet,4,519
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tenuta Sette Ponti,4.3,520.4769085455965
[Pinot Noir],Alsace,Frankrig,Albert Mann,4.1,513.9244095538924
[Pinot Noir],Aloxe-Corton 1er Cru 'Les Fournières',Frankrig,Domaine Antonin Guyon,4.2,519
[Pinot Noir],Russian River Valley,USA,Inman Family,4.3,519
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Côte de Beaune,Frankrig,Emmanuel Giboulot,4.1,516
[Nebbiolo],Barolo,Italien,Damilano,4.2,521.2215107037448
[Chardonnay],Russian River Valley,USA,J. Rochioli,4.3,512.6585858850403
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta das Carvalhas,4.1,519
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet,Frankrig,Vincent Bachelet,4.3,515
[Pinot Noir],Fixin,Frankrig,Domaine Denis Mortet,4.2,521.2215107037448
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine La Barroche,4.2,513.7754891222627
[Barbera],Barbera d'Alba,Italien,Giacomo Conterno,4.3,521.2215107037448
"[Nebbiolo,Barbera,Dolcetto]",Lombardia,Italien,Ca' del Bosco,4.2,521.2215107037448
[Nebbiolo],Barolo,Italien,Enzo Boglietti,4.3,521
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Laurent-Perrier,4.1,532.45
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Gosset,4.1,529
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,André Jacquart,4.1,529
[Tempranillo],Ribera del Duero,Spanien,Montecastro,4.1,529
[Cabernet Sauvignon],Napa Valley,USA,Darioush,4.2,529
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Recchia,4.1,529
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Laurent-Perrier,4.2,532.45
[Cabernet Sauvignon],Lodi,USA,Michael David Winery,4.3,539
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,C. da Silva,4.2,529
[Cabernet Sauvignon],Lodi,USA,Michael David Winery,4.3,539
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Poggio di Guardia,3.9,535
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Champagne Person,4.1,529
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Can Xa,3.7,534
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Friuli-Venezia Giulia,Italien,Schiopetto,4.1,530.32
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Friuli Isonzo,Italien,Vie di Romans,4.3,535.45
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Terreno,3.8,535
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Sicilia,Italien,Giodo,4,535.45
[Zinfandel],Lodi,USA,Michael David Winery,4.3,529
[Nebbiolo],Barolo,Italien,Mirafiore,4.2,538.29
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault,Frankrig,Louis Jadot,4.2,539
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Mordorée,4.3,539
[Chardonnay],Adelaide Hills,Australien,Shaw + Smith,4.3,535.45
[Nebbiolo],Barolo,Italien,Elio Altare,4.3,530.89
[Sangiovese],Brunello di Montalcino,Italien,Martoccia,4.2,539.95
[Nebbiolo],Barolo,Italien,Viberti Giovanni,4.2,539
[Pinot Noir],Morey-Saint-Denis,Frankrig,Domaine Odoul-Coquard,4,529
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Passopisciaro,4,526.05
[Riesling],Rheingau,Tyskland,August Kesseler,4.1,539
[Shiraz/Syrah],Adelaide Hills,Australien,Shaw + Smith,4.2,535.45
[Grenache],Cannonau di Sardegna,Italien,Tenute Dettori,4,526.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Phélan Ségur,4.1,528.593072069412
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Grand-Puy-Lacoste,4.2,536.1135538667089
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château Rieussec,4.3,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Sociando-Mallet,4.1,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Haut-Marbuzet,4.2,528.6675322852268
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Collard Picard,4.1,535
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Ducru-Beaucaillou,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Malartic-Lagravière,4.2,539.8365646574499
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gloria,4.1,536.1135538667089
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine du Vieux Télégraphe,4.3,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Duhart-Milon,4.3,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Sociando-Mallet,4.1,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Lascombes,4.2,539.0175022834869
[Cabernet Sauvignon],South Australia,Australien,Penfolds,4.2,533.8797473922642
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Lafon-Rochet,4.1,539
"[Corvina,Rondinella,Corvinone]",Valpolicella Classico,Italien,Quintarelli Giuseppe,4.5,539.6131840100055
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Poyferré,4.3,536.1135538667089
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Orma,4.2,535.3689517085606
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château La Lagune,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Monbousquet,4.2,530
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2,536.1135538667089
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Moët & Chandon,4.2,529
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Giscours,4.2,531
[Nebbiolo],Barolo,Italien,Elio Altare,4.3,529
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Moët & Chandon,4.2,539
[Cabernet Sauvignon],South Australia,Australien,Penfolds,4.2,533.8797473922642
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gruaud Larose,4.3,536.1135538667089
[Sangiovese],Brunello di Montalcino,Italien,Fanti,4.2,529
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Castel del Monte,Italien,Tormaresca,4.1,539
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Beau-Sejour Becot,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Beau-Sejour Becot,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gruaud Larose,3.9,536.1135538667089
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Herdade do Rocim,4.2,539.8365646574499
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Nénin,4.1,539
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Clos des Jacobins,4.1,535
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Malartic-Lagravière,4,536.1135538667089
"[Malvasia,Fiano,Catarratto Bianco]",Fiano de Avellino,Italien,Quintodecimo,4.3,532.3905430759679
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Brane-Cantenac,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gruaud Larose,4.3,536.1135538667089
[Riesling],Alsace Grand Cru 'Brand',Frankrig,Domaine Zind Humbrecht,4.3,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Croix de Gay,4.1,536.1135538667089
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Monteraponi,3.9,528.6675322852268
[Nebbiolo],Barolo,Italien,Elio Grasso,4.3,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Cantenac Brown,4.2,536.1135538667089
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Trabucchi d'Illasi,4.4,536
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Gloria,4.1,536.1135538667089
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta Nova de Nossa Senhora do Carmo,4.4,528.6675322852268
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Cantenac Brown,4.2,536.1135538667089
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Benjamin de Rothschild - Vega Sicilia,4.4,532.3905430759679
[Gewürztraminer],Alsace Grand Cru 'Altenberg de Bergheim',Frankrig,Marcel Deiss,4.4,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Haut-Bailly,4.2,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Batailley,4.1,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château La Serre,4.1,536.1135538667089
[Riesling],Alsace Grand Cru,Frankrig,Marcel Deiss,4.3,536.1135538667089
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Monteraponi,4.1,528.6675322852268
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Berliquet,4,536.1135538667089
[Pinot Noir],Gevrey-Chambertin,Frankrig,Jean-Luc & Eric Burguet,4.2,540
[Nebbiolo],Barbaresco,Italien,Castello di Neive,4.1,529
[Blaufränkisch],Weinland,Østrig,Gut Oggau,4.2,530
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Fèlsina,4.2,536.1135538667089
[Nebbiolo],Barolo,Italien,Damilano,4.2,533.7308269606347
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château de Fieuzal,4.1,536.1135538667089
[Nebbiolo],Barolo,Italien,Oddero,4.2,534
[Riesling],Alsace Grand Cru 'Brand',Frankrig,Domaine Zind Humbrecht,4.3,536.1135538667089
[Nebbiolo],Barolo,Italien,Giovanni Rosso,4.2,532.3905430759679
[Pinot Noir],Chambolle-Musigny,Frankrig,Domaine Antonin Guyon,4.2,536.1135538667089
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château La Tour Blanche,4.3,529
[Viognier],Condrieu,Frankrig,E. Guigal,4.3,536.1135538667089
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault,Frankrig,Albert Grivault,4.3,539
[Nebbiolo],Barolo,Italien,Paolo Scavino,4.2,539.7621044416351
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,François Cotat,4.2,536.1135538667089
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.3,536.1135538667089
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château Gigognan,4.2,540
[Zinfandel],Russian River Valley,USA,Carlisle,4.3,529
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Coufran,3.7,536.1135538667089
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Batailley,4.1,531
[Malbec],Cahors,Frankrig,Cosse Maisonneuve,4.3,540
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis d'Alesme,4,536.1135538667089
[Verdejo],Vino de España,Spanien,Micro Bio (MicroBio),4,534
[Pinot Noir],Russian River Valley,USA,Dehlinger,4.4,527.2718499999938
[Nebbiolo],Barolo,Italien,Fratelli Alessandria,4.2,539
[Chardonnay],Bourgogne Hautes-Côtes de Nuits,Frankrig,Domaine Hoffmann-Jayer,4.1,536.1135538667089
[Pinot Noir],Canterbury,New Zealand,Pyramid Valley Vineyards,4.1,539.5431556592389
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Beaucastel,4.4,536.1135538667089
[Cabernet Sauvignon],Yountville,USA,Elyse,4.3,527.2718499999938
[Nebbiolo],Barolo,Italien,Giovanni Rosso,4.1,532.3905430759679
[Nebbiolo],Barolo,Italien,Paolo Scavino,4.2,539.7621044416351
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Sociando-Mallet,4.1,536.1135538667089
[Pinot Noir],Central Otago,New Zealand,Rippon,4,526.382496524531
[Nebbiolo],Barolo,Italien,Paolo Scavino,4.2,539.7621044416351
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet,Frankrig,Alex Gambal,4.3,529
[Pinot Noir],Sonoma County,USA,Argot,4.5,529
[Gewürztraminer],Alsace Grand Cru 'Altenberg de Bergheim',Frankrig,Marcel Deiss,4.4,536.1135538667089
[Pinot Noir],Pernand-Vergelesses Premier Cru,Frankrig,Mongeard-Mugneret,4.1,539
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de Beaurenard,4.3,540
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Viña Pomal,3.8,536.1135538667089
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Marie-Courtin,4.2,536.1135538667089
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Miguels,4.1,535
[Pinot Noir],Nuits-Saint-Georges Premier Cru,Frankrig,Domaine de la Vougeraie,4.2,536.1135538667089
[Riesling],Nahe,Tyskland,Gut Hermannsberg,4.2,529
[Pinot Noir],Morey-Saint-Denis,Frankrig,Domaine Bruno Clair,4.1,536.1135538667089
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Gosset,4.1,548.06
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Larmandier-Bernier,4.2,546.56
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Marguet,4.1,545
[Cabernet Sauvignon],Napa Valley,USA,Robert Mondavi Winery,3.9,549
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Charles Heidsieck,4.2,546.69
[Nebbiolo],Barolo,Italien,Pio Cesare,4.2,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Belgrave,4,549
[Nebbiolo],Barolo,Italien,Pio Cesare,4.2,549
[Tempranillo],Ribera del Duero,Spanien,Dominio de Atauta,4,550
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fèlsina,4.1,545
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Marguet,4.1,545
[Nebbiolo],Barolo,Italien,Borgogno,4.1,549
[Cabernet Sauvignon],Napa Valley,USA,Newton,4.1,550
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Gosset,4.1,549
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Francis Boulard,4,554.43
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2,550
[Chardonnay],Mendoza,Argentina,Catena Zapata,4.4,550
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Olivier Rivière,4.1,550
"[Sangiovese,Montepulciano]",Umbrien,Italien,Antinori,4.1,549
[Nebbiolo],Barbaresco,Italien,Giuseppe Cortese,4.1,550
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Cramant',Frankrig,Bonnaire,4.1,550
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine des Sénéchaux,4.2,550
[Chardonnay],Mendoza,Argentina,Catena Zapata,4.4,550
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Isole e Olena,4.3,550
[Pinot Noir],Nuits-Saint-Georges 1er Cru 'Aux Thorey',Frankrig,Domaine de la Vougeraie,4.3,550
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Dominus,4,550
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Champagne Barons de Rothschild,4.2,555
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.5,550
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Christophe Semaska,4.3,549
[Chardonnay],Mendoza,Argentina,Catena Zapata,4.4,550
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Prieuré-Lichine,4.2,545
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.5,550
[Nebbiolo],Barolo,Italien,Garesio,4,550
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Bruno Michel,4.2,543.78
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.5,550
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Haut-Marbuzet,4.2,545
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.5,550
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Longueville Comtesse de Lalande,4.1,545
[Chenin Blanc],Vouvray,Frankrig,Domaine Huet,4.4,549.95
[Pinot Noir],Chambolle-Musigny,Frankrig,Domaine de la Vougeraie,4.3,550
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.4,550
[Pinot Noir],Volnay,Frankrig,Domaine Henri Boillot,4,549.95
[Pinot Gris],Alsace,Frankrig,Domaine Zind Humbrecht,4.2,550
[Pinot Noir],Beaune 1er Cru 'Sur les Grèves-Clos Sainte-Anne',Frankrig,Jaffelin,4.1,545
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Ducru-Beaucaillou,4.2,545
[Pinot Noir],Chambolle-Musigny,Frankrig,Hudelot-Baillet,4,550
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Biondi-Santi,4.1,547
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Dry Creek Valley,USA,Dutcher Crossing,3.9,550
[Pinot Noir],Gevrey-Chambertin,Frankrig,Gilbert et Christine Felettig,4.2,550
[Nebbiolo],Barolo,Italien,Diego Pressenda - La Torricella,4.3,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Montrose,4,545
[Pinot Noir],Anderson Valley,USA,Anthill Farms,4.2,545
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.3,549
[Shiraz/Syrah],McLaren Vale,Australien,Two Hands,4.1,550
[Shiraz/Syrah],Rutherford,USA,Inglenook,4.2,549
[Shiraz/Syrah],McLaren Vale,Australien,Two Hands,4.1,550
[Pinot Noir],Gevrey-Chambertin 1er Cru 'Estournelles St Jacques',Frankrig,Domaine Frédéric Esmonin,4.1,550
[Chardonnay],Sonoma Coast,USA,Sojourn,4.1,550
[Pinot Noir],Pommard,Frankrig,Robert Ampeau et Fils,4,549.95
[Shiraz/Syrah],Clare Valley,Australien,Two Hands,4.4,550
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.4,550
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.2,549
[Sangiovese],Brunello di Montalcino,Italien,San Polino,4.2,543.9
[Pinot Noir],Volnay Premier Cru,Frankrig,Domaine Antonin Guyon,4.2,549
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Domaine des Bosquets,4.3,550
[Chardonnay],Russian River Valley,USA,Paul Hobbs,4.4,550
[Pinot Noir],Pfalz,Tyskland,Rings,3.9,550
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Maremma Toscana,Italien,Belguardo,4.1,549
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.4,550
[Cabernet Sauvignon],Napa Valley,USA,Stag's Leap Wine Cellars,4.4,549
[Cabernet Sauvignon],Napa Valley,USA,Orin Swift,4.3,549
"[Cabernet Sauvignon,Malbec]",Mendoza,Argentina,Catena Zapata,4.4,545
[Mencia],Ribeira Sacra,Spanien,Dominio do Bibei,3.9,550
[Cabernet Sauvignon],Santa Cruz Mountains,USA,Ridge Vineyards,4.3,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Grand-Puy-Lacoste,4.2,543.5595754481909
[Cabernet Sauvignon],Napa Valley,USA,Heitz Cellar,4.2,545
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Prieuré-Lichine,4.2,543.5595754481909
[Sangiovese],Brunello di Montalcino,Italien,Tenuta Il Poggione,4.3,549
[Sauvignon Blanc],Marlborough,New Zealand,Cloudy Bay,4.2,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pédesclaux,4.1,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Cos d'Estournel,4.1,550
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4.1,549
[Cabernet Sauvignon],Napa Valley,USA,Orin Swift,4.3,549
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Vilmart & Cie,4.1,549
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Kirwan,4.2,549
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Isole e Olena,4.3,550.2609948715249
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Tenuta Sant'Antonio,4.4,549
[Nebbiolo],Barolo,Italien,Gaja,4.3,547.2081260231172
"[Palomino,Moscato,Pedro Ximenez]",Cream Sherry,Spanien,Bodegas Tradición,4.3,549
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Isola dei Nuraghi,Italien,Argiolas,4.4,550
[Pinot Noir],Yamhill-Carlton District,USA,Résonance,4.1,549
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,4.3,555
"[Shiraz/Syrah,Cabernet Sauvignon]",Barossa,Australien,Yalumba,4.1,550
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Noval,4.4,549
[Pinot Noir],Yamhill-Carlton District,USA,Résonance,4.1,549
"[Baga,Castelao]",Alentejano,Portugal,Cortes de Cima,4.5,554.35630674134
[Sangiovese],Brunello di Montalcino,Italien,Ciacci Piccolomini d'Aragona,4.4,549
[Sangiovese],Brunello di Montalcino,Italien,Tenuta Il Poggione,4.3,549
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Cafaggio,3.7,549
