grapes,region,country,winery,rating,price,ratings_count,name 
[Nebbiolo],Barolo,Italien,Roagna,4.3,1116.9032372223103,1823,Roagna Pira Barolo 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Valandraud,4.4,1116.9032372223103,6402,Château Valandraud Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002
[Cabernet Sauvignon],Ballard Canyon,USA,Jonata,4.4,1125,1191,Jonata El Desafio de Jonata 2009
[Chardonnay],Chablis,Frankrig,Vincent Dauvissat,4,1116.9032372223103,2397,Vincent Dauvissat Chablís 2019
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos Saint Jean,4.5,1125,1557,Clos Saint Jean Châteauneuf-du-Pape Deus Ex Machina 2006
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Didier Dagueneau (Louis-Benjamin Dagueneau),4.4,1116.158635064162,7959,Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2019
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Buglioni,4.5,1116.158635064162,106,Buglioni Teste Dure Amarone Riserva 2010
[Nebbiolo],Barolo,Italien,Paolo Scavino,4.5,1116.9032372223103,1522,Paolo Scavino Rocche dell'Annunziata Barolo Riserva 1997
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello di Ama,4.4,1116.9032372223103,1334,Castello di Ama Vigneto Bellavista Chianti Classico 2001
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Castello di Ama,4.4,1116.9032372223103,1334,Castello di Ama Vigneto Bellavista Chianti Classico 1997
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Ballard Canyon,USA,Jonata,4.4,1125,622,Jonata El Alma de Jonata 2006
[Nebbiolo],Barolo,Italien,Parusso,4.5,1113.1802264315693,363,Parusso Barolo Bussia Riserva 2011
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Alain Jaume,4.2,1116.9032372223103,859,Alain Jaume Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2016
[Riesling],Wiltingen,Tyskland,Egon Müller - Scharzhof,4.4,1116.9032372223103,1488,Egon Müller - Scharzhof Scharzhofberger Riesling Spätlese 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Laurent-Perrier,4.4,1135,35401,Laurent-Perrier Brut Cuvée Champagne Rosé N.V.
[Tempranillo],Toro,Spanien,Pintia,4.4,1126.210764199163,57729,Pintia Toro 2009
[Cabernet Sauvignon],Napa Valley,USA,Orin Swift,4.6,1139,10203,Orin Swift Mercury Head Cabernet Sauvignon 2016
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Vinha do Monte,3.5,1130,8410,Vinha do Monte Alentejano Tinto 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Las Cases,4.4,1126.210764199163,27151,Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 1993
[Tempranillo],Vino de España,Spanien,Artadi,4.3,1126.210764199163,4126,Artadi Pagos Viejos 2007
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Pape Clément,4.4,1126.210764199163,25726,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 2001
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Pape Clément,4.4,1126.210764199163,25726,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 1996
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Haut-Bailly,4.2,1126.210764199163,13384,Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves) 1990
[Cabernet Sauvignon],Napa Valley,USA,Caymus,4.6,1126.210764199163,126606,Caymus Cabernet Sauvignon 1995
[Pinot Noir],Fort Ross-Seaview,USA,Raen,4.4,1129.8682499999868,445,Raen Fort Ross Seaview Home Field Pinot Noir 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Petit-Village,4.2,1126.210764199163,5658,Château Petit-Village Pomerol 1982
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta da Boavista,4.6,1130,346,Quinta da Boavista Quinta da Boavista Vinha do Ujo Vinhas Velhas 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Trotanoy,4.4,1126.210764199163,6919,Château Trotanoy Pomerol 1993
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Dominus,4.2,1126.210764199163,9732,Dominus Napanook 1997
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tua Rita,4.5,1135.4438309602006,624,Tua Rita Per Sempre Syrah Toscana 2012
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri Superiore,Italien,Antinori,4.5,1145,31994,Antinori Tenuta Guado al Tasso Bolgheri Superiore 2017
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Bertani,4.4,1145,18030,Bertani Amarone della Valpolicella Classico 2011
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4229,La Spinetta Vürsù Barbaresco Starderi 2013
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4039,La Spinetta Vürsù Barbaresco Gallina 2015
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Vista Alegre,4.5,1149,137,Vista Alegre Over 40 Year Old Tawny Port N.V.
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,3080,La Spinetta Vürsù Barbaresco Valeirano 2015
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,3080,La Spinetta Vürsù Barbaresco Valeirano 2016
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4039,La Spinetta Vürsù Barbaresco Gallina 2016
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4229,La Spinetta Vürsù Barbaresco Starderi 2016
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4039,La Spinetta Vürsù Barbaresco Gallina 2017
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,4229,La Spinetta Vürsù Barbaresco Starderi 2017
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1150,3080,La Spinetta Vürsù Barbaresco Valeirano 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Cos d'Estournel,4.4,1148.7722095910535,42055,Cos d'Estournel Cos d'Estournel 2004
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Vinha do Monte,3.5,1150,8410,Vinha do Monte Alentejano Tinto 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Smith Haut-Lafitte,4.3,1146.6873235482385,24165,Château Smith Haut-Lafitte Pessac-Léognan (Grand Cru Classé de Graves) 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Aconcagua-dalen,Chile,Sena,4.5,1154.1333451297205,17476,Sena Aconcagua Valley 2009
[Cabernet Sauvignon],Howell Mountain,USA,La Jota,4.4,1143.7089149156457,4548,La Jota Cabernet Sauvignon 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Barton,4.3,1154.1333451297205,35414,Château Léoville Barton Saint-Julien (Grand Cru Classé) 1986
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Bertani,4.4,1150,18030,Bertani Amarone della Valpolicella Classico 2012
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tua Rita,4.5,1153.3142827557574,624,Tua Rita Per Sempre Syrah Toscana 2013
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos Saint Jean,4.5,1150,1557,Clos Saint Jean Châteauneuf-du-Pape Deus Ex Machina 2009
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Noval,4.4,1150,2140,Quinta do Noval Port Tawny Colheita 1986
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta da Boavista,4.6,1150,346,Quinta da Boavista Quinta da Boavista Vinha do Ujo Vinhas Velhas 2014
[Nebbiolo],Barolo,Italien,Roberto Voerzio,4.4,1154.1333451297205,1250,Roberto Voerzio Brunate  Barolo 1998
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château l'Eglise-Clinet,4.1,1146.6873235482385,1754,Château l'Eglise-Clinet La Petite Eglise Pomerol 2004
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Corton Grand Cru,Frankrig,Chandon de Briailles,4.2,1154.1333451297205,435,Chandon de Briailles Corton Grand Cru Blanc 2017
[Nebbiolo],Barbaresco,Italien,Roagna,4.3,1154.1333451297205,157,Roagna Faset Barbaresco 2015
[Pinot Noir],Volnay,Frankrig,Domaine des Comtes Lafon,4.2,1154.1333451297205,337,Domaine des Comtes Lafon Volnay 2017
[Cabernet Sauvignon],Napa Valley,USA,AD VIVUM,4.4,1142.9643127574975,244,AD VIVUM Cabernet Sauvignon 2012
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Corton Grand Cru,Frankrig,Chandon de Briailles,4.2,1154.1333451297205,435,Chandon de Briailles Corton Grand Cru Blanc 2011
[Cabernet Sauvignon],Napa Valley,USA,AD VIVUM,4.4,1142.9643127574975,244,AD VIVUM Cabernet Sauvignon 2011
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Cos d'Estournel,4.4,1161.5793667112025,42055,Cos d'Estournel Cos d'Estournel 2006
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pontet-Canet,4.4,1161.5793667112025,44660,Château Pontet-Canet Pauillac (Grand Cru Classé) 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Beychevelle,4.3,1161.5793667112025,24656,Château Beychevelle Saint-Julien (Grand Cru Classé) 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Poyferré,4.3,1161.5793667112025,31862,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 1996
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Smith Haut-Lafitte,4.3,1169.0253882926847,24165,Château Smith Haut-Lafitte Pessac-Léognan (Grand Cru Classé de Graves) 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Ducru-Beaucaillou,4.4,1161.5793667112025,28146,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Beychevelle,4.3,1161.5793667112025,24656,Château Beychevelle Saint-Julien (Grand Cru Classé) 1990
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Malescot St. Exupery,4.2,1161.5793667112025,15138,Château Malescot St. Exupery Margaux (Grand Cru Classé) 2002
[Merlot],Californien,USA,Pride Mountain Vineyards,4.3,1167.5305249999863,4433,Pride Mountain Vineyards Merlot 2016
[Merlot],Californien,USA,Pride Mountain Vineyards,4.3,1167.5305249999863,4433,Pride Mountain Vineyards Merlot 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Billecart-Salmon,4.5,1161.5793667112025,805,Billecart-Salmon Cuvée Louis Blanc de Blancs Brut Champagne 2008
[Pinot Noir],Pfalz,Tyskland,A. Christmann,4.2,1169.0253882926847,223,A. Christmann IDIG Spätburgunder GG 2014
[Sangiovese],Brunello di Montalcino,Italien,Poggio di Sotto,4.5,1173.33,7539,Poggio di Sotto Brunello di Montalcino 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Hosanna,4.4,1175,3161,Château Hosanna Pomerol 2014
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Cheval Blanc,4.4,1174,641,Château Cheval Blanc Le Petit Cheval Bordeaux Blanc 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Querciabella,4.3,1178.65,3489,Querciabella Toscana Camartina 2017
[Chardonnay],Chablis Grand Cru 'Valmur',Frankrig,Jean-Marc Brocard,4.2,1185,219,Jean-Marc Brocard Chablis Grand Cru 'Valmur' 2011
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4.4,1171.2591947671292,36053,Château Pichon Baron Pauillac (Grand Cru Classé) 2008
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Calon-Ségur,4.2,1183.9174314556487,26383,Château Calon-Ségur Saint-Estèphe (Grand Cru Classé) 2009
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Taittinger,4.5,1176.4714098741667,26030,Taittinger Comtes de Champagne Blanc de Blancs 2011
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Troplong Mondot,4.3,1171.2591947671292,15980,Château Troplong Mondot Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Malescot St. Exupery,4.2,1183.9174314556487,15138,Château Malescot St. Exupery Margaux (Grand Cru Classé) 2008
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Domaine de Chevalier,4.2,1183.9174314556487,22048,Domaine de Chevalier Pessac-Léognan (Grand Cru Classé de Graves) 2004
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château l'Évangile,4.5,1171.2591947671292,9076,Château l'Évangile Pomerol 2006
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1183.9174314556487,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Saint-Pierre,4.1,1179,8272,Château Saint-Pierre Saint-Julien (Grand Cru Classé) 2009
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Hosanna,4.4,1171.2591947671292,3161,Château Hosanna Pomerol 2006
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Ployez-Jacquemart,4.5,1183.9174314556487,417,Ployez-Jacquemart Liesse d'Harbonville Brut Champagne 1999
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Nénin,4.1,1171.2591947671292,8849,Château Nénin Pomerol 1982
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,San Giusto a Rentennano,4.2,1183.9174314556487,1468,San Giusto a Rentennano La Ricolma 2011
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Vidal Fleury,4,1176.4714098741667,1799,Vidal Fleury Côte-Rotie Brune Et Blonde 2018
[Pinotage],Stellenbosch,Sydafrika,Kanonkop,4.6,1183.9174314556487,1375,Kanonkop Black Label Pinotage 2018
[Pinot Noir],Corton Grand Cru 'Clos du Roi',Frankrig,Comte Senard,4.3,1175,551,Comte Senard Corton Grand Cru 'Clos du Roi' 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Cheval Blanc,4.4,1183.9174314556487,3365,Château Cheval Blanc Le Petit Cheval Saint-Émilion Grand Cru 1989
[Pinot Noir],Corton Grand Cru 'Les Bressandes',Frankrig,Comte Senard,4.2,1175,367,Comte Senard Corton Grand Cru 'Les Bressandes' 2015
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos des Papes (Paul Avril),4.4,1199,14816,Clos des Papes (Paul Avril) Châteauneuf-du-Pape 2011
[Malbec],Mendoza,Argentina,Viña Cobos,4.7,1195,8130,Viña Cobos Cobos Marchiori Estate Malbec 2010
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos des Papes (Paul Avril),4.4,1199,14816,Clos des Papes (Paul Avril) Châteauneuf-du-Pape 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Latour,4.2,1195,9642,Château Latour Pauillac de Latour 2011
[Sangiovese],Brunello di Montalcino,Italien,Casanova di Neri,4.5,1190,20160,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Aconcagua-dalen,Chile,Sena,4.5,1199,17476,Sena Aconcagua Valley 2017
"[Cabernet Sauvignon,Malbec]",Perdriel,Argentina,Viña Cobos,4.8,1195,3802,Viña Cobos Cobos Volturno 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Apalta Valley,Chile,Clos Apalta,4.6,1199.95,22387,Clos Apalta Clos Apalta 2018
[Cabernet Sauvignon],Napa Valley,USA,Beaulieu Vineyard (BV),4.4,1195,11884,Beaulieu Vineyard (BV) Georges De Latour Private Reserve Cabernet Sauvignon 2017
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Fourrier,4.2,1195,3897,Domaine Fourrier Vieille Vigne Gevrey-Chambertin 2017
[Nebbiolo],Barolo,Italien,Borgogno,4.3,1199,12261,Borgogno Barolo Riserva 2014
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Fourrier,4.2,1195,3897,Domaine Fourrier Vieille Vigne Gevrey-Chambertin 2018
[Nebbiolo],Barolo,Italien,Cavallotto,4.3,1199,3865,Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2015
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1200,4039,La Spinetta Vürsù Barbaresco Gallina 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Rocheyron,4.1,1195,1239,Château Rocheyron Saint-Émilion Grand Cru 2011
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Mas Doix,4.4,1199.95,2230,Mas Doix Doix 2009
[Sangiovese],Brunello di Montalcino,Italien,Antinori,4.5,1199,2017,Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2013
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Espectacle del Montsant,4.4,1199,2347,Espectacle del Montsant Tinto 2007
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Beychevelle,4.3,1195,24656,Château Beychevelle Saint-Julien (Grand Cru Classé) 2019
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1200,4229,La Spinetta Vürsù Barbaresco Starderi 2014
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Niepoort,4.4,1199.95,2727,Niepoort Vintage Port 2000
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet,Frankrig,Bouchard Père & Fils,4.1,1200,1034,Bouchard Père & Fils Chassagne-Montrachet Blanc 2018
[Nebbiolo],Barbaresco,Italien,La Spinetta,4.4,1200,3080,La Spinetta Vürsù Barbaresco Valeirano 2014
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Mouton Rothschild,4.2,1195,4602,Château Mouton Rothschild Aile d'Argent Blanc Bordeaux 2019
[Pinot Noir],Volnay 1er Cru 'Champans',Frankrig,Domaine Marquis d'Angerville,4.3,1195,3030,Domaine Marquis d'Angerville Volnay Champans 1er Cru 2008
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Rauzan-Ségla,4.3,1195,19298,Château Rauzan-Ségla Margaux (Grand Cru Classé) 2019
[Pinot Noir],Volnay 1er Cru 'Les Angles',Frankrig,Domaine Marquis d'Angerville,4.3,1195,294,Domaine Marquis d'Angerville Volnay Clos des Angles 1er Cru 2009
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Bollinger,4.3,1195,82,Bollinger PN TX Brut Champagne 2017
[Pinot Noir],Clos Vougeot Grand Cru,Frankrig,Domaine de la Vougeraie,4.4,1195,1056,Domaine de la Vougeraie Clos de Vougeot Grand Cru 2012
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Olivier Rivière,4.3,1200,88,Olivier Rivière Pozo Alto 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Champagne Devaux,4.3,1195,224,Champagne Devaux Sténopé Millésimé 2010
[Pinot Noir],Gevrey-Chambertin,Frankrig,Dugat-Py,4.2,1199,1577,Dugat-Py Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy 2018
[Sangiovese],Brunello di Montalcino,Italien,Uccelliera,4.5,1192.5,637,Uccelliera Brunello di Montalcino Riserva 2016
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,W. & J. Graham's,4.6,1199,2714,W. & J. Graham's Single Harvest Tawny Port 1997
[Pinot Noir],Volnay 1er Cru 'Champans',Frankrig,Domaine Marquis d'Angerville,4.3,1195,3030,Domaine Marquis d'Angerville Volnay Champans 1er Cru 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tenuta di Trinoro,4.1,1195,255,Tenuta di Trinoro Campo di Tenaglia Rosso Toscana 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Philipponnat,4.4,1195,188,Philipponnat Cuvée 1522 Extra Brut Rosé Champagne Premier Cru 2012
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Dom Pérignon,4.6,1199,140793,Dom Pérignon Brut Champagne 2006
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Dom Pérignon,4.6,1195,140793,Dom Pérignon Brut Champagne 2010
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Taittinger,4.5,1199,26030,Taittinger Comtes de Champagne Blanc de Blancs 2007
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Veuve Clicquot,4.5,1193.1892260163945,16601,Veuve Clicquot La Grande Dame Brut Champagne 2008
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Montrose,4.3,1198,34237,Château Montrose Saint-Estèphe (Grand Cru Classé) 2006
