grapes,region,country,winery,rating,price,ratings_count,name 
[Cabernet Sauvignon],Napa Valley,USA,Stag's Leap Wine Cellars,4.5,1015,6256,Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon 2005
[Nebbiolo],Barolo,Italien,Borgogno,4.2,1009,1648,Borgogno Barolo Cannubi 2015
[Nebbiolo],Barolo,Italien,Oddero,4.2,1006,1267,Oddero Barolo Rocche di Castiglione 2005
[Sangiovese],Brunello di Montalcino,Italien,Fuligni,4.3,1031.6,7280,Fuligni Brunello di Montalcino 2015
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Ricasoli,4.4,1025,699,Ricasoli CeniPrimo Gran Selezione Chianti Classico 2015
[Sangiovese],Brunello di Montalcino,Italien,Fuligni,4.4,1031.6,1616,Fuligni Brunello di Montalcino Riserva 2015
[Tempranillo],Ribera del Duero,Spanien,Vega Sicilia,4.6,1027.5509782445254,69893,Vega Sicilia Valbuena 5º 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4.4,1027.5509782445254,36053,Château Pichon Baron Pauillac (Grand Cru Classé) 1999
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.4,1027.5509782445254,3567,Deutz Cuvée William Deutz Millesimé Brut Champagne 2009
[Cabernet Sauvignon],Napa Valley,USA,Honig,4.2,1021.5941609793398,15376,Honig Cabernet Sauvignon 2019
[Nebbiolo],Barolo,Italien,E. Pira & Figli,4.4,1034.9969998260074,3133,E. Pira & Figli Cannubi Barolo 1997
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Waiheke Island,New Zealand,Destiny Bay Vineyards,4.3,1030.918298885447,400,Destiny Bay Vineyards Destinae 2010
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Gaja,4.3,1034.9969998260074,5745,Gaja Ca'Marcanda Bolgheri 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Monteverro,4.5,1034.9969998260074,2011,Monteverro Toscana 2018
[Pinot Noir],Charmes-Chambertin Grand Cru,Frankrig,Michel Magnien,4.4,1027.5509782445254,325,Michel Magnien Charmes-Chambertin Grand Cru 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Latour,4.2,1045,9642,Château Latour Pauillac de Latour 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Apalta Valley,Chile,Clos Apalta,4.6,1045,22387,Clos Apalta Clos Apalta 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Latour,4.2,1045,9642,Château Latour Pauillac de Latour 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Dominus,4.2,1045,9732,Dominus Napanook 2018
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Pietradolce,4.3,1036.05,1026,Pietradolce Vigna Barbagalli Etna Rosso 2016
[Pinot Noir],Gevrey-Chambertin,Frankrig,Dugat-Py,4.2,1049,1577,Dugat-Py Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy 2017
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Vesuvio,4.4,1049,5876,Quinta do Vesuvio Douro 2011
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2,1042.4430214074896,3910,Produttori del Barbaresco Barbaresco Riserva Ovello 2009
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Vranken,3.8,1045,329,Vranken Demoiselle E.O. Premium Cuvée Brut Champagne N.V.
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Certan de May,4.3,1042.4430214074896,4351,Château Certan de May Pomerol 2010
[Nebbiolo],Barbaresco,Italien,Roagna,4.3,1042.4430214074896,1737,Roagna Pajè Barbaresco 2011
[Nebbiolo],Barolo,Italien,Réva,4,1049,1286,Réva Barolo 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Péby Faugères,4.3,1036.1139030632298,1912,Château Péby Faugères Saint-Émilion Grand Cru (Grand Cru Classé) 2000
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Vale Meão,4.3,1049,1030,Quinta do Vale Meão Vintage Port 2011
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château Smith Haut-Lafitte,4.3,1038.6455504009336,3620,Château Smith Haut-Lafitte Pessac-Léognan Blanc 2018
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Girlan,4.5,1041.6984192493412,411,Girlan Vigna Ganger Pinot Noir Riserva 2016
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Andresen,4.2,1049,1160,Andresen Special Selection Colheita Porto 1968
[Pinot Noir],Chambolle-Musigny Premier Cru,Frankrig,Joseph Drouhin,4.3,1049,1964,Joseph Drouhin Chambolle-Musigny Premier Cru 2018
[Cabernet Sauvignon],St. Helena,USA,Rivers-Marie,4.5,1049,441,Rivers-Marie Panek Vineyard Cabernet Sauvignon 2018
[Pinot Noir],Nuits-Saint-Georges 1er Cru 'Aux Thorey',Frankrig,Benjamin Leroux,4.2,1049,565,Benjamin Leroux Nuits-Saint-Georges Premier Cru 'Aux Thorey' 2015
[Pinot Noir],Échezeaux Grand Cru,Frankrig,Jacques Cacheux,4.3,1042.4430214074896,906,Jacques Cacheux Echezeaux Grand Cru 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Ambonnay',Frankrig,Marguet,4.2,1063,679,Marguet Les Crayères Blanc de Blancs Champagne Grand Cru 2012
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château de Fargues,4.4,1054.95,3881,Château de Fargues Sauternes (Lur Saluces) 2011
[Cabernet Sauvignon],Paso Robles,USA,Austin Hope,4.7,1064.7810861519358,1312,Austin Hope Reserve Cabernet Sauvignon 2018
[Shiraz/Syrah],Columbia Valley,USA,Charles Smith,4.6,1061.0580753611946,1027,Charles Smith Royal City Syrah 2016
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Begali Lorenzo,4.3,1063,1954,Begali Lorenzo Riserva Monte Ca' Bianca Amarone della Valpolicella Classico 2005
[Tempranillo],Ribera del Duero,Spanien,Aalto,4.6,1075,29196,Aalto PS (Pagos Seleccionados) Ribera del Duero 2019
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,W. & J. Graham's,4.4,1079,5444,W. & J. Graham's Vintage Port 2000
[Nebbiolo],Barbaresco,Italien,Ceretto,4.3,1072,296,Ceretto Barbaresco Asili 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Poyferré,4.3,1068.4296367268619,31862,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1079.6731293148998,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 2007
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1079.6731293148998,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Rauzan-Ségla,4.3,1079.6731293148998,19298,Château Rauzan-Ségla Margaux (Grand Cru Classé) 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Aconcagua-dalen,Chile,Sena,4.5,1079.6731293148998,17476,Sena Aconcagua Valley 2016
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Roda,4.4,1079.6731293148998,21398,Bodegas Roda Roda I Reserva Rioja 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Beychevelle,4.3,1072.2271077334178,24656,Château Beychevelle Saint-Julien (Grand Cru Classé) 1996
[Shiraz/Syrah],Crozes-Hermitage,Frankrig,M. Chapoutier,3.8,1072.2271077334178,15497,M. Chapoutier Crozes-Hermitage Les Meysonniers 2009
[Sangiovese],Brunello di Montalcino,Italien,Salvioni,4.5,1079.6731293148998,4151,Salvioni Brunello di Montalcino 2012
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,W. & J. Graham's,4.4,1075,5444,W. & J. Graham's Vintage Port 2011
[Sangiovese],Brunello di Montalcino,Italien,Gaja,4.5,1078.854066940937,3593,Gaja Pieve Santa Restituta Sugarille Brunello di Montalcino 2013
[Nebbiolo],Barolo,Italien,Borgogno,4.3,1079.6731293148998,12261,Borgogno Barolo Riserva 2015
[Shiraz/Syrah],Cornas,Frankrig,Auguste Clape,4.3,1072.2271077334178,4006,Auguste Clape Cornas 2013
[Sangiovese],Brunello di Montalcino,Italien,Salvioni,4.5,1079.6731293148998,4151,Salvioni Brunello di Montalcino 2015
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Didier Dagueneau (Louis-Benjamin Dagueneau),4.3,1072.2271077334178,2036,Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2014
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Maremma Toscana,Italien,Rocca di Frassinello,4.5,1075.9501185241588,1618,Rocca di Frassinello Baffonero Maremma Toscana 2015
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Didier Dagueneau (Louis-Benjamin Dagueneau),4.3,1072.2271077334178,2036,Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2012
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Bertani,4.4,1079.6731293148998,18030,Bertani Amarone della Valpolicella Classico 1995
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castello dei Rampolla,4.4,1079.6731293148998,2971,Castello dei Rampolla d'Alceo 2001
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Beychevelle,4.3,1072.2271077334178,24656,Château Beychevelle Saint-Julien (Grand Cru Classé) 1979
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Oak Knoll District,USA,Blackbird Vineyards,4.4,1079.6731293148998,948,Blackbird Vineyards Paramour 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1072.2271077334178,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 1979
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Chevalier des Tours,3.3,1072.2271077334178,369,Chevalier des Tours Bordeaux Rouge 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Oak Knoll District,USA,Blackbird Vineyards,4.4,1079.6731293148998,856,Blackbird Vineyards Contrarian 2012
[Shiraz/Syrah],Hermitage,Frankrig,Cave de Tain,4.2,1072.2271077334178,868,Cave de Tain Gambert de Loche Hermitage Rouge 2009
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1072.2271077334178,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 1984
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Chevalier des Tours,3.3,1072.2271077334178,369,Chevalier des Tours Bordeaux Rouge 2015
[Tempranillo],Toro,Spanien,Teso La Monja,4.6,1079.6731293148998,2543,Teso La Monja Alabaster 2018
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot]",Walla Walla Valley,USA,Leonetti,4.6,1079.6731293148998,1140,Leonetti Reserve 2006
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Taurasi,Italien,Quintodecimo,4.5,1079.6731293148998,532,Quintodecimo Vigna Grande Cerzito Taurasi Riserva 2015
[Tempranillo],Toro,Spanien,Teso La Monja,4.6,1079.6731293148998,2543,Teso La Monja Alabaster 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Puisseguin-Saint-Émilion,Frankrig,Château Beausejour,4,1072.2271077334178,292,Château Beausejour Cuvee Petit Beausejour Puisseguin-Saint-Emilion 1966
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Didier Dagueneau (Louis-Benjamin Dagueneau),4.3,1072.2271077334178,2036,Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Chevalier des Tours,3.3,1072.2271077334178,369,Chevalier des Tours Bordeaux Rouge 2016
"[Sauvignon Blanc,Sémillon,Muscadelle]",Barsac,Frankrig,Château Climens,4.4,1079.6731293148998,5689,Château Climens Barsac (Premier Grand Cru Classé) 1982
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Domaine Rostaing,4.3,1079.6731293148998,2047,Domaine Rostaing Côte-Rôtie La Landonne 2018
[Chenin Blanc],Vouvray,Frankrig,Domaine Huet,4.1,1079.9709701781592,2555,Domaine Huet Vouvray Le Mont Sec 2009
[Pinot Noir],Chambolle-Musigny 1er Cru 'Les Charmes',Frankrig,Domaine Christian Clerget,4.1,1075,369,Domaine Christian Clerget Chambolle-Musigny 1er Cru 'Les Charmes' 2015
[Pinot Noir],Clos Vougeot Grand Cru,Frankrig,Laurent Roumier,4.3,1072.2271077334178,512,Laurent Roumier Clos-Vougeot Grand Cru 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Longueville Comtesse de Lalande,4.4,1081.1623336311964,38286,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 1994
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Giscours,4.2,1081.1623336311964,40484,Château Giscours Château Giscours (Grand Cru Classé) 1995
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Ducru-Beaucaillou,4.4,1081.1623336311964,28146,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 1994
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Domaine de Chevalier,4.2,1081.1623336311964,22048,Domaine de Chevalier Pessac-Léognan (Grand Cru Classé de Graves) 1990
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Longueville Comtesse de Lalande,4.4,1081.1623336311964,38286,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 1992
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Kopke,4.3,1089,11108,Kopke Colheita Port 1974
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Clos Fourtet,4.3,1081.1623336311964,7794,Clos Fourtet Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1996
[Nebbiolo],Barbaresco,Italien,Scarpa,4.2,1081.1623336311964,1852,Scarpa Tettineive Barbaresco 1989
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.5,1094.565172477864,490,Deutz Amour de Deutz Millesimé Rosé Brut Champagne 2009
"[Hárslevelű,Furmint]",Tokaj,Ungarn,Oremus,4.6,1081.0134131995667,2252,Oremus Tokaji Aszú 6 Puttonyos 2013
[Nebbiolo],Barolo,Italien,Vietti,4.4,1081.1623336311964,1215,Vietti Barolo Rocche di Castiglione 2009
[Pinot Noir],Corton Grand Cru 'Les Bressandes',Frankrig,Chandon de Briailles,4.2,1081.1623336311964,1028,Chandon de Briailles Corton Grand Cru 'Les Bressandes' 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château l'Eglise-Clinet,4.3,1081.1623336311964,3355,Château l'Eglise-Clinet Pomerol 2013
[Nebbiolo],Barolo,Italien,Oddero,4.3,1087,1031,Oddero Barolo Bussia Soprana Vigna Mondoca 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Rauzan-Gassies,4.1,1081.1623336311964,8052,Château Rauzan-Gassies Margaux 1970
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Niepoort,4.4,1099.95,409,Niepoort Porto 30 Years Old Tawny N.V.
"[Nebbiolo,Barbera,Dolcetto]",Veneto,Italien,Quintarelli Giuseppe,4.2,1099,5498,Quintarelli Giuseppe Veneto Primofiore Rosso 2017
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Capannelle,4.4,1099,8626,Capannelle 50 & 50 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Vieux Château Mazerat,4.3,1099.95,1008,Vieux Château Mazerat Saint-Emilion Grand Cru 2014
[Pinot Noir],Clos Vougeot Grand Cru,Frankrig,Louis Jadot,4.3,1099,2339,Louis Jadot Clos Vougeot Grand Cru 2014
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Niepoort,4.2,1099.95,48,Niepoort Pisca Vintage Port 2007
[Chardonnay],Chablis Grand Cru,Frankrig,Domaine William Fèvre,4.2,1100,1776,Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2019
[Shiraz/Syrah],Clare Valley,Australien,Kilikanoon,4.3,1099.95,342,Kilikanoon Attunga 1865 Shiraz 2014
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Montrose,4.3,1100,34237,Château Montrose Saint-Estèphe (Grand Cru Classé) 2011
"[Nebbiolo,Barbera,Dolcetto]",Vigneti delle Dolomiti,Italien,San Leonardo,4.3,1102.011194059346,12331,San Leonardo San Leonardo 2015
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château Suduiraut,4.3,1098,16060,Château Suduiraut Sauternes (Premier Grand Cru Classé) 2009
[Cabernet Sauvignon],Napa Valley,USA,Silver Oak,4.5,1109.457215640828,48651,Silver Oak Napa Valley Cabernet Sauvignon 2017
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Vinha do Monte,3.5,1100,8410,Vinha do Monte Alentejano Tinto 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Saint-Pierre,4.1,1099,8272,Château Saint-Pierre Saint-Julien (Grand Cru Classé) 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Clinet,4.3,1099,11277,Château Clinet Pomerol 2010
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Conseillante,4.4,1098,12952,Château La Conseillante Pomerol 2012
[Pinot Noir],Beaune 1er Cru 'Le Clos des Mouches',Frankrig,Joseph Drouhin,4.3,1099,4705,Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Haut-Bailly,4.2,1109.457215640828,13384,Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves) 1995
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Conseillante,4.4,1098,12952,Château La Conseillante Pomerol 2014
[Sangiovese],Brunello di Montalcino,Italien,Salvioni,4.5,1109.457215640828,4151,Salvioni Brunello di Montalcino 2013
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Biserno,4.5,1109.457215640828,5508,Biserno Bibbona 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1109.457215640828,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 2018
[Pinot Noir],Vosne-Romanée,Frankrig,Méo-Camuzet,4.3,1099,2245,Méo-Camuzet Vosne-Romanée 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Haut-Bailly,4.2,1098,13384,Château Haut-Bailly Château Haut-Bailly (Cru Classé de Graves) 2017
[Pinot Noir],Bourgogne,Frankrig,Maison Leroy,3.9,1099,6261,Maison Leroy Bourgogne Rouge 2017
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castello dei Rampolla,4.4,1109.457215640828,2971,Castello dei Rampolla d'Alceo 2004
[Chardonnay],Bourgogne,Frankrig,Maison Leroy,4,1099,2684,Maison Leroy Bourgogne Blanc 2017
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Niepoort,4.4,1098,2727,Niepoort Vintage Port 1997
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Côtes-du-Rhône,Frankrig,Château de Beaucastel,4.5,1102.011194059346,722,Château de Beaucastel Vieilles Vignes Roussanne 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,4.4,1099,53502,Château Lynch-Bages Pauillac (Grand Cru Classé) 2019
[Pinot Noir],Dundee Hills,USA,Patricia Green Cellars,4.4,1099,106,Patricia Green Cellars Mysterious Pinot Noir 2017
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Noval,4.4,1099,1855,Quinta do Noval Vintage Port 2013
[Pinot Noir],Échezeaux Grand Cru,Frankrig,Domaine Christian Clerget,4.2,1100,752,Domaine Christian Clerget Échézeaux Grand Cru 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Rol Valentin,4.1,1109.457215640828,3288,Château Rol Valentin Saint-Émilion Grand Cru 1998
[Pinot Noir],Corton Grand Cru 'Les Pougets',Frankrig,Domaine des Héritiers Louis Jadot,4.2,1098,2046,Domaine des Héritiers Louis Jadot Corton-Pougets Grand Cru Rouge 2010
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Fèlsina,4.2,1109.457215640828,11996,Fèlsina Fontalloro 1993
[Nebbiolo],Barbaresco,Italien,Roagna,4.5,1109.457215640828,135,Roagna Barbaresco Albesani 2015
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,R. López de Heredia,4.2,1109.457215640828,60581,R. López de Heredia Viña Tondonia Reserva 1973
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Tupungato,Argentina,Rutini,4.6,1109.457215640828,5335,Rutini Felipe Rutini 1993
[Nebbiolo],Barolo,Italien,Elio Altare,4.5,1099,1911,Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2015
[Shiraz/Syrah],Barossa Valley,Australien,Schild Estate,4.4,1099,549,Schild Estate Moorooroo Shiraz 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,J. de Telmont,4.1,1109.457215640828,660,J. de Telmont Heritage Blanc Champagne 1995
[Shiraz/Syrah],Hermitage,Frankrig,Cave de Tain,4.2,1099,868,Cave de Tain Gambert de Loche Hermitage Rouge 2013
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta da Boavista,4.6,1100,346,Quinta da Boavista Quinta da Boavista Vinha do Ujo Vinhas Velhas 2016
[Nebbiolo],Barolo,Italien,Elio Altare,4.4,1099,247,Elio Altare Brunate Barolo 2011
[Savagnin],Arbois,Frankrig,Rolet,4,1099,1735,Rolet Arbois Vin Jaune 1985
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Corton-Charlemagne Grand Cru,Frankrig,Domaine Poisot Père & Fils,4.3,1099,185,Domaine Poisot Père & Fils Corton-Charlemagne Grand Cru 2016
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Napa Valley,USA,World's End,4.3,1119.95,80,World's End Wavelength Stagecoach Vineyard Red 2013
[Nebbiolo],Barolo,Italien,Parusso,4.4,1116.55,4358,Parusso Barolo Bussia 2018
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Antinori,4.5,1116.9032372223103,137084,Antinori Tignanello 2018
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Beaucastel,4.4,1116.5309361432362,37030,Château de Beaucastel Châteauneuf-du-Pape 2005
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Barton,4.3,1116.9032372223103,35414,Château Léoville Barton Saint-Julien (Grand Cru Classé) 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Pape Clément,4.4,1116.9032372223103,25726,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 1998
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Montrose,4.3,1116.158635064162,34237,Château Montrose Saint-Estèphe (Grand Cru Classé) 2015
[Nebbiolo],Barolo,Italien,Cavallotto,4.3,1116.9032372223103,3865,Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Ducru-Beaucaillou,4.4,1116.9032372223103,28146,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 1993
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2,1116.9032372223103,2811,Produttori del Barbaresco Barbaresco Riserva Montestefano 2015
[Nebbiolo],Barbaresco,Italien,Roagna,4.3,1116.9032372223103,1737,Roagna Pajè Barbaresco 2013
"[Sauvignon Blanc,Sémillon,Muscadelle]",Barsac,Frankrig,Château Climens,4.4,1116.9032372223103,5689,Château Climens Barsac (Premier Grand Cru Classé) 2007
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Didier Dagueneau (Louis-Benjamin Dagueneau),4.4,1116.158635064162,7959,Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2017
